post_id,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19
65,0.1018589,-0.08676319,-0.002195582,-0.046305206,0.14410274,-0.060055494,-0.05279995,-0.12443486,0.06592806,0.04638818,0.19869028,-0.056971423,0.01101369,-0.058060117,-0.07289312,-0.066243544,-0.051314905,-0.000898218,-0.035691004,0.08817524
82,0.044406712,-0.04131506,0.020872496,-0.04527297,0.023229374,0.04417232,-0.023585523,0.000140922,-0.06280039,-0.10674911,0.11715952,-0.025683558,0.026429046,-0.06337277,-0.040426943,0.03269789,0.037683763,-0.013625724,-0.051479075,-0.0901657
83,0.13287754,-0.050255604,-0.000118682,0.04206739,0.15266961,-0.09644477,-0.05302143,-0.083449915,0.007217006,-0.1452815,0.21795854,-0.010789728,0.036084373,0.04019259,-0.1908721,-0.19429629,-0.050164185,-0.09968354,-0.068720765,-0.15357172
89,0.09254589,-0.073110305,-0.014055326,-0.005129332,0.07196754,-0.02521872,-0.022508055,-0.07047968,-0.1565347,-0.13139437,0.19656408,-0.07146299,0.004474936,-0.04339196,-0.04673947,-0.036592763,-0.0694914,0.08262943,0.032810494,-0.044264868
99,0.17553839,-0.10803067,0.09168634,-0.10767025,0.1619751,-0.109499164,0.012801596,0.08959286,0.07559142,0.006939668,0.31213805,-0.072363205,0.08484907,-0.07674647,-0.1901314,-0.056244183,-0.075929806,0.020380575,-0.002449118,0.106353134
100,0.15415259,-0.092426695,-0.020383477,-0.029800942,0.27794218,-0.10101441,-0.007719402,-0.20257825,0.008272523,0.043955896,0.254035,-0.03430052,0.020767357,-0.06639135,-0.18822686,-0.20386967,-0.015926616,-0.13969007,0.04285034,0.109378494
101,0.08683737,-0.07466714,-0.046220433,-0.02298541,0.053467356,0.0422642,0.036318485,-0.064601555,0.05571391,0.017145341,0.1682628,-0.0602797,-0.04101628,-0.060108677,-0.0669752,-0.0898624,0.088909626,-0.04839341,-0.04943564,0.07659793
104,0.2146436,-0.0900225,0.102973714,-0.06915209,0.19347017,-0.115451425,-0.07965288,0.009667117,0.017192744,0.011608432,0.30263287,-0.010432106,0.11143399,-0.04281735,-0.14853658,-0.11572435,-0.087094,0.026449488,-0.018060215,0.11495647
107,0.102211945,-0.09809549,-0.037077736,-0.08887198,0.19994994,-0.000337752,-0.070176505,-0.10811026,0.15410328,-0.10947032,0.19028132,-0.03413029,0.001617219,-0.11797551,-0.14704855,-0.31591544,0.06323581,-0.16373143,-0.11243666,-0.010991537
108,0.093047075,-0.06444025,-0.020911364,-0.003981105,0.02092669,-0.041320503,-0.033472784,-0.023805367,0.08077623,-0.15210962,0.18330084,-0.04200348,-0.007886408,-0.012453365,-0.09544963,-0.020931577,-0.052901767,-0.03312864,-0.028203875,-0.060514282
109,0.08922226,-0.082331985,-0.035267837,-0.078193665,0.1718527,0.026547993,-0.05217679,-0.10172306,0.12067287,-0.17015927,0.16678488,-0.046155047,0.019797701,-0.10021036,-0.14358693,-0.33210889,0.12106666,-0.21471912,-0.110049434,-0.056969628
24,0.13055415,-0.11357443,-0.029791024,-0.04242717,0.13520396,-0.06770065,0.09085473,0.009959959,-0.05223389,-0.014539161,0.23520844,-0.096554466,-0.011638202,-0.07858511,-0.13169827,-0.003074208,-0.061636116,0.117614,0.090015374,0.04521354
63,0.15268391,-0.06627487,-0.014683553,-0.007637814,0.06366587,0.005357878,-0.014246687,0.02988678,-0.13768682,-0.070333704,0.23033512,-0.007674906,-0.038901746,0.004114913,-0.006647863,-0.05027196,-0.052893296,0.119048946,0.065881714,-0.1830372
69,0.1631896,-0.13766198,-0.05017687,-0.08767795,0.04821608,0.016654138,0.14844567,0.052762073,0.011656598,-0.075376704,0.25824136,-0.11245089,-0.057605684,-0.0646603,-0.10481848,0.051654074,0.030527016,0.082987815,0.09464689,-0.058528855
75,0.17432731,-0.15391745,0.026604474,-0.013487995,0.001118525,-0.08496072,0.22796053,0.32515892,-0.24359038,0.3566406,0.28633377,-0.12099812,-0.002377503,0.017187225,-0.08586985,0.12971546,-0.031812128,0.25893095,0.44306594,0.13825476
76,0.20121805,-0.17464776,0.041258477,-0.05818194,0.001860816,-0.11115939,0.2122038,0.29351157,-0.25818476,0.35629544,0.29276657,-0.12637988,-0.008312356,-0.026151951,-0.044134837,0.10532974,-0.06298695,0.22221956,0.4691088,0.16738641
103,0.11318251,-0.09350765,-0.037051417,-0.026114704,0.044876903,0.01238525,0.17760663,0.066186085,0.059920378,0.04039217,0.19976714,-0.07841587,-0.021612937,-0.027833665,-0.11166801,0.096321866,0.081331134,0.020992726,0.040286906,-0.035475556
